;date;text;geo;mentions;hashtags;Unnamed: 5
390;2013-01-01;Keep finding money appearing :-) Jeans , socks, coats, jackets you name it there, appy days;;;;
391;2013-01-01;How to put on Jeans : 1. Grab belt loops 2. Jump around like a bunny 3. Twerk for a few minutes 4. Lunge left 5. Lunge right.;;;;
392;2013-01-01;@dominicmorgan because all the baggy jumpers, skinny jeans and air max wearing gals in the world have facebook #DUH;;@dominicmorgan;#DUH;
393;2013-01-01;Im wearing jeans , tired ov yogas & leggins .;;;;
394;2013-01-01;Why is it 'indie' to wear skinny jeans that are too small and shows off your dirty ankles and the Wearing smart air max or blazers#confused;;;#confused;
395;2013-01-01;You best believe I'm wearing my Miss Me jeans tomorrow;;;;
396;2013-01-01;im still pissed off at jeans ,;;;;
397;2013-01-01;Shooping bag, jeans ,T`shert,shoes,facial to salon,baju pesta very beatiful,;;;;
398;2013-01-01;@bieber_bagel hahaha im sorry ok, i dont know wear a jeans and a shirt idk ok.;;@bieber_bagel;;
400;2013-01-01;@JaySuavee69 From all the Jeans breaking bitches;;@JaySuavee69;;
401;2013-01-01;Does anyone want some hollister jeans size 1?I barely got em I wore them only like once & I don't want them lol Whoever wants em can have em;;;;
404;2013-01-01;blue jeans , white shirt, walked into the room you know you made my eyes burn;;;;
405;2013-01-01;I should really start buying jeans instead of all these sweaters & shirts .;;;;
406;2013-01-01;WORD“ @KING_vii : @mariaababee_ nahhh diamond be in there! But we gotta get ready for the summer I refuse to go up a size in jeans lmao !!!!!”;;@KING_vii @mariaababee_;;
407;2013-01-01;@cllrharrington I'd definitely recommend having a play with 1 tho as the size doesn't suit everyone. I still manage to carry it in my jeans;;@cllrharrington;;
408;2013-01-01;@LRagotzy01 jeans and some grey under amour;;@LRagotzy01;;
409;2013-01-01;I reallllllly hate jeans;;;;
411;2013-01-01;If you're a dude in skinny jeans , I'm going to assume your favorite sport is blowing other dudes lmao XD;;;;
412;2013-01-01;"Wuahah xD RT "" @LolaATR : Llevate d Harold ""@LaMaFrecka: Me Acaban de Decir kq los Jeans Cortos Son Barrial ! Eh vdd ?""""";;@LolaATR @LaMaFrecka;;
413;2013-01-01;Wow real cool!!!“ @Tyler_2K : Hey @DJPaulyD hopefully @BigJerryG doesn't rip his jeans this time.. cc: @Therealdjjd @VIPJohnnyCamm @toyinb401 ”;;@Tyler_2K @DJPaulyD @BigJerryG @Therealdjjd @VIPJohnnyCamm @toyinb401;;
414;2013-01-01;Judging by the pajama jeans commercials, I am clearly the target demo for ABC Spark.;;;;
415;2013-01-01;@its_too_bad You can't flop ripping jeans unless the holes are too big, I've always wanted to do it but I cbb;;@its_too_bad;;
416;2013-01-01;@Shanwize1 I'm pretty much a pro at putting my hair in a bun, but I do wish my jeans felt like pjs ) hahaha;;@Shanwize1;;
417;2013-01-01;Is a white watch ok during the winter? Or is it like, white jeans ?;;;;
418;2013-01-01;if a blanket fell ontop of me right now I would surely fall right to sleep, shoes and jeans on and everything.;;;;
420;2013-01-01;Is there any more room for me in those jeans ?;;;;
422;2013-01-01;@BrittneySeapan Shopping for jeans is impossible for me. I can never find a pair thats small enough in the waist and long enough for my legs;;@BrittneySeapan;;
424;2013-01-01;I'm pretty flexible in jeans , eh guys ?;;;;
425;2013-01-01;Lol “ @JoeyFATTS : Never trust hoes who don't wear panties with jeans , that shit nasty. Levi's smellin like a young gold fish.”;;@JoeyFATTS;;
426;2013-01-01;i'm a real teenager now kris says to herself as she walks out of hollister with a pair of ripped jeans and their latest perfume;;;;
427;2013-01-01;debating whether to wear sweats or jeans tomorrow..;;;;
428;2013-01-01;Boys in skinny jeans n airmax smokin a fag <>><;;;;
429;2013-01-01;half the time i just wear either band tops or football shirts, and jeans . so stylish. :|;;;;
430;2013-01-01;back to the notmal school day attire: hoodie and jeans . except this time i'll mix it up and wear my cute new boots;;;;
431;2013-01-01;I got a pair of miss me jeans i feel like a rich white girl;;;;
432;2013-01-01;Wearing same jeans from last night/this morning #dirtyhoe;;;#dirtyhoe;
435;2013-01-01;@ashley_firmbach what a guy can't get his heart racing in my skin tight jeans ?;;@ashley_firmbach;;
438;2013-01-01;Just tried on jeans I use to looove in high school from American Eagle..and they fit! #sohappy;;;#sohappy;
439;2013-01-01;I don't know how I'm gonna go from leggings daily over break to jeans for school;;;;
441;2013-01-01;Do I wear jeans or jeans ? #ColoradoGirlProblems;;;#ColoradoGirlProblems;
443;2013-01-01;@sarahherbert hmmmm. They will look good with jeans .;;@sarahherbert;;
446;2013-01-01;Ya I like those too, but Mudd brand jeans are my favorite overheard in Kenosha gas station #Sconnie;;;#Sconnie;
448;2013-01-01;Anybody wear a size 5 in walmart jeans !? They brand new you can have em lol I guess Im gettin thick r sum;;;;
449;2013-01-01;Long hair, gauges, tight jeans , i cant tell none of you idiots apart;;;;
450;2013-01-01;I'll be lucky if I even have the strength to put jeans on tomorrow.;;;;
451;2013-01-01;@TabEscSpace @Precillax33 now right steph aafter I slept in jeans lol;;@TabEscSpace @Precillax33;;
453;2013-01-01;I haven't worn jeans once this whole break..;;;;
454;2013-01-01;@Kstar78 I know - I really like these jeans ...;;@Kstar78;;
455;2013-01-01;Spilled a drink all over my new express jeans ... Fml;;;;
457;2013-01-01;Last night I fell asleep on the couch in a hoodie and shorts, and woke up upstairs in my bed with just jeans on #Wut;;;#Wut;
460;2013-01-01;Camo jeans lol this isn't Ali G;;;;
461;2013-01-01;My jeans are actually called Spencer slim. Why couldn't it be a cooler name? #Wrangler #Lame;;;#Wrangler #Lame;
462;2013-01-01;I have the same size jeans as @annarungee12 !!!!!;;@annarungee12;;
463;2013-01-01;Sexy truck, camo, jeans , and boots will win my heart over any day;;;;
465;2013-01-01;#imagine Justin slips his fingers in the loops of your jeans while kissing you.;;;#imagine;
466;2013-01-01;In all seriousness, I really love jeans . <3 #alldayeveryday;;;#alldayeveryday;
468;2013-01-01;i feel like since it's the first day back to school, i should wear jeans , but like jeans are annoying. leggings and sweats are way better;;;;
470;2013-01-01;When amazing jeans go on sale>> it's heaven.;;;;
471;2013-01-01;@JustMady_ yeah like into a pair of jeans lmao;;@JustMady_;;
472;2013-01-01;I only planned to roll my jeans twice but I got carried away and next thing I know I'm 6 rolls deep and there's no turning back now;;;;
473;2013-01-01;@gabizivan My jeans were filthy, I was wet and the most exciting thing all night was the girl we helped;;@gabizivan;;
474;2013-01-01;Maybe I should just buy some loose fitted jeans & rip them myself or buy some nice joggers as an alternative lool;;;;
475;2013-01-01;Finally broke down and bought myself some new jeans !! I love losing weight!;;;;
477;2013-01-01;THEY BUY THIER JEANS AT H&M.;;;;
478;2013-01-01;She got her Fuck me Jeans On, Fuck me Dress On !;;;;
479;2013-01-01;Well I mean I'll still have jeans and t shirts but likeNot look like I just grabbed two random articles and they somehow ended up on my body;;;;
480;2013-01-01;Having to tiptoe across the ground because I dont want my jeans to get wet ... and there rolled up. #shortgirlprobs;;;#shortgirlprobs;
481;2013-01-01;Tall girls pull off skinny jeans a LOT better than short girls...well except we flood sometimes... still we look good.;;;;
482;2013-01-01;when boys just wear the simple jeans with white V neck top <3 xx;;;;
483;2013-01-01;@martaann47 3) Where IS Waldo? 4)what is your favorite color of skinny jeans aaaand last but not least, 5) Kistler or Jansen?? #okgo;;@martaann47;#okgo;
485;2013-01-01;@momofgb my 32 length finally fits correctly lol... If I would ever gain weight I'd gladly hand em down. Buckle jeans rock;;@momofgb;;
486;2013-01-01;@its_too_bad Make it yourself with jeans you don't mind ripping;;@its_too_bad;;
487;2013-01-01;jeans or yoga pants tomorrow??? #hmmmm #decisions;;;#hmmmm #decisions;
488;2013-01-01;@Sharkchad51 haha the new clothes is a sweatshirt, jeans and uggs.;;@Sharkchad51;;
489;2013-01-01;I'll be wearing a hoodie and jeans and I'm quite alright with it.;;;;
492;2013-01-01;Boys in super skinny jeans ??hmm whats this world coming to;;;;
493;2013-01-01;Blue jeans by @LanaDelRey *-*;;@LanaDelRey;;
494;2013-01-01;Might wear jeans tomorrow.... Yeah right who am I kidding;;;;
495;2013-01-01;@ShalynnVecchio I searched how to make skinny jeans on google and watched two videos. I practice on a pair I didn't want and ones I did want;;@ShalynnVecchio;;
496;2013-01-01;@Ms_EMMAzing Kindly follow my Christ base fashion company @jeans _africa Ltd;;@Ms_EMMAzing @jeans;;
497;2013-01-01;@jonnyfruits your jeans are so skinny I'm pretty sure they are #jeggins #uloveit;;@jonnyfruits;#jeggins #uloveit;
499;2013-01-01;Looking fresh for tomorrow, skinny jeans , nike blazers, shoulder patch t shirt, jacket, #Re3m silky sick!!!! Looking #reem;;;#Re3m #reem;
500;2013-01-01;I haven't worn jeans all break..;;;;
501;2013-01-01;Bleu jeans , white shirt;;;;
502;2013-01-01;-8- Is this more than you bargained for yet? Don't mind me I'm watching you two from the closet... Wishing to be the friction in ur jeans -8;;;;
503;2013-01-01;"“ @BlackScale : I'm also stoked I wasn't on the Balmain jean hype. ""Yeah I have Balmain jeans on but I can't even afford rent bound""";;@BlackScale;;
506;2013-01-01;@abbieplaster I think you have a hole in your jeans;;@abbieplaster;;
508;2013-01-01;NO MORE JEANS + SOME T SHIRT ANYMORE;;;;
509;2013-01-01;that point of pure laziness when you put jeans over your shorts because your too lazy to change ..;;;;
510;2013-01-01;Can't wear skinny jeans cuz my knots don't fit;;;;
511;2013-01-01;@RachBurrows what the heck are pajama jeans .;;@RachBurrows;;
512;2013-01-01;#SinceWhenDid wearing skinny jeans make you a gangster ? #IAintHeardOfThat;;;#SinceWhenDid #IAintHeardOfThat;
513;2013-01-01;@num1_Sports_Fan so are you going to start wearing jeans ?;;@num1_Sports_Fan;;
514;2013-01-01;@doingitBIGGG: All that ass inside em jeans ! I know I know stop it ( LMFAO jk;;@doingitBIGGG;;
516;2013-01-01;Cool jeans with rips and such on the legs are useless when in university... It gets damn cold when walking to school.;;;;
517;2013-01-01;@breelyn_ they need to make jeans for ppl with big butts and small legs..;;@breelyn_;;
518;2013-01-01;Tell me is there anymore room for me in those jeans ? ...;;;;
519;2013-01-01;Please 'LIKE' Jhaiye's Jeans clothing line Page on Facebook! & Follow @jhaiyejanay on Instagram!;;@jhaiyejanay;;
523;2013-01-01;Got ounces In Jeans Pocket That's How We Rockin;;;;
525;2013-01-01;I want some Lucky Brand Charlie Skinny Jeans . #musthave #toocute;Duluth, GA;;#musthave #toocute;
530;2013-01-01;Chill day. hoodie, Adidas, pac sun jeans . I'm cooling it;;;;
531;2013-01-01;I'm wearing jeans tomorrow for the first time since Christmas Eve;;;;
533;2013-01-01;American Eagle Jeans >>>>;;;;
534;2013-01-01;@RichardLLewis @pezh Your stare was holdin', Ripped jeans , skin was showin' Hot night, wind was blowin' Where you think you're going, baby?;;@RichardLLewis @pezh;;
536;2013-01-01;"true, dat nigga dey wear togo jeans pass ""@Sponge_borb: RT @Just_Shameemah : I lost all respect for Van Vicker after I saw those Togo jeans .""";;@Sponge_borb @Just_Shameemah;;
537;2013-01-01;Damn that ass look fat in them jeans lemme see how they look with them off;;;;
538;2013-01-01;This is really starting to piss me off that I can't find my second pair of really awesome skinny jeans . I don't know where they've gone;;;;
539;2013-01-01;Now i have to return the jeans i bought, fit me so tight;;;;
540;2013-01-01;I've been wearing sweatpants all break. I put jeans on once so it's gonna suck having to wear them everyday again;;;;
542;2013-01-01;My jeans is tight. Did I gain weight or something. Hmm.;;;;
543;2013-01-01;I hate wearing jeans;;;;
544;2013-01-01;@PostFestumPF oh me too...but it was jeans & homemade t-shirt during the Idols tour :);;@PostFestumPF;;
545;2013-01-01;#15FactsAboutMyBestFriend she hates the sound of jeans being scratched by long nails and if you do it, she'll kill you. @HannahLarkinn;;@HannahLarkinn;#15FactsAboutMyBestFriend;
547;2013-01-01;WHERE can I find ripped jeans ?(that aren't skinny jeans ) the search I've done is getting ridiculous now;;;;
549;2013-01-01;@isis4matraya @iambulletz i love leggings boys do the same with there jeans excepted they actually wear them over and over lol #loveboys;;@isis4matraya @iambulletz;#loveboys;
551;2013-01-01;@pashleymuse fantastic! Finding the right jeans is the best feeling.;;@pashleymuse;;
553;2013-01-01;I got money in my jeans so they will fit.;;;;
554;2013-01-01;@nic_surgner: Leggings are the new jeans ;;@nic_surgner;;
555;2013-01-01;I cant stand wearing jeans for long periods of time.;;;;
558;2013-01-01;Gonna starch the jeans for tonight :);;;;
559;2013-01-01; @morgan_krall : I hate jeans #uncomfortable  truest tweet #Ever;;@morgan_krall;#uncomfortable #Ever;
560;2013-01-01;I need to wash my jeans but my mom will see them;;;;
561;2013-01-01;It takes 10 secs MAX to put jeans on yet everyone here is in their nasty, stained pajamas & slippers. I don't get it.;;;;
563;2013-01-01;@stylifiq miss fabolousity :) Kindly follow my Christ base fashion company @jeans _africa Ltd :) spread the word :);;@stylifiq @jeans;;
564;2013-01-01;Top jeans tattoo, 'cause I'm rock ' n' roll Half black half white diamino Gane the money out the door;;;;
565;2013-01-01;I think I might sleep in my jeans , cody simpson style;;;;
566;2013-01-01;Nothing is better than finding your fav pair of jeans that was missing! #2013;;;#2013;
568;2013-01-01;@evecook_ @georgiadoggett_ bought jeans and a blue top just like hers in number 1;;@evecook_ @georgiadoggett_;;
570;2013-01-01;@johnnoley @David20curran Take that back! Charlie is a smart man ... he boils jeans and finds shit that no one else needs! That's smart!!;Dublin;@johnnoley @David20curran;;
571;2013-01-01;Bails if you keep eating like that, soon you will be wearing apple bottom jeans  -my dad;;;;
572;2013-01-01;@mehenscheid hahaha. Don't worry. They will make an appearance sometime. You can't just throw out jeans you've had since junior year;;@mehenscheid;;
573;2013-01-01; @Just_Shameemah I lost all respect for Van Vicker after I saw those Togo jeans .;;@Just_Shameemah;;
574;2013-01-01;I think I might wear my white jeans tomorrow. +;;;;
575;2013-01-01;*dies* RT @S_tage : “ @Just_Shameemah : I lost all respect for Van Vicker after I saw those Togo jeans .” LOOOOOL!;;@S_tage @Just_Shameemah;;
579;2013-01-01;And you aint seen what I seen , I could fit a hunnid thousand in ese True Religion Jeans !;;;;
580;2013-01-01;@farah_jazz u must be watching the movie wall street? Lol n ye disgusting! Pajama jeans how gay! Who wants to wear jeans to bed haha;;@farah_jazz;;
581;2013-01-01;Leather tights or jeans #replytweet;;;#replytweet;
582;2013-01-01;I need to go but me some slacks. No more jeans to work until October #sadtweet;;;#sadtweet;
584;2013-01-01;your looking so good in whats left in those blue jeans c;;;;
585;2013-01-01;@whoreton And it also requires the willingness to share jeans .;;@whoreton;;
586;2013-01-01;Lol every female got her a pair of 'thick' girl jeans >>>;;;;
589;2013-01-01;2 pairs of jeans , boots, and a skirt for £50. #iloveASOS;;;#iloveASOS;
590;2013-01-01;“ @OfficialReiss : Loool the width of my jeans are slowly starting to decreasing @UrbanRoyaltyLTD has clearly had an effect on me” goood!;;@OfficialReiss @UrbanRoyaltyLTD;;
591;2013-01-01;@jlsapr6812 it was hilarious & thank god I had just bout a pair of jeans . lol;;@jlsapr6812;;
592;2013-01-01;When you can't put your jeans on when you get out of the shower <<<;;;;
593;2013-01-01;Annoys me how skinny Dylan is, total dick! He even has a thigh gap when he wears skinny jeans . #hateum;;;#hateum;
595;2013-01-01;@snuggyu dress shirt jeans heels and anything more dressy from there;;@snuggyu;;
